function,source,size,candidate_rva,aligned_pct,class,first_diff,hint,votes
?buildFieldParse@TransitionDamageFXModuleData@@SAXAAVMultiIniFieldParse@@@Z,modulefactory.cpp,35,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@ConvertToCarBombCrateCollide@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@ConvertToHijackedVehicleCrateCollide@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@SabotageCommandCenterCrateCollide@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@SabotageFakeBuildingCrateCollide@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@SabotageInternetCenterCrateCollide@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@SabotageMilitaryFactoryCrateCollide@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@SabotagePowerPlantCrateCollide@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@SabotageSuperweaponCrateCollide@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@SabotageSupplyCenterCrateCollide@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@SabotageSupplyDropzoneCrateCollide@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
??0SalvageCrateCollideModuleData@@QAE@XZ,modulefactory.cpp,53,,0,absent,-1,no plausible placement,0
??0UnitCrateCollideModuleData@@QAE@XZ,modulefactory.cpp,87,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@HiveStructureBody@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@UndeadBody@@CAPAVMemoryPool@@XZ,modulefactory.cpp,113,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@SpyVisionSpecialPower@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@CashBountyPower@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@CleanupAreaPower@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
?getClassMemoryPool@FireWeaponPower@@CAPAVMemoryPool@@XZ,modulefactory.cpp,110,,0,absent,-1,no plausible placement,1
??R?$less@W4NameKeyType@@@_STL@@QBE_NABW4NameKeyType@@0@Z,modulefactory.cpp,24,,0,absent,-1,no plausible placement,2
?allocate@?$allocator@U?$_List_node@VAsciiString@@@_STL@@@_STL@@QBEPAU?$_List_node@VAsciiString@@@2@IPBX@Z,modulefactory.cpp,32,,0,absent,-1,no plausible placement,1
?allocate@?$allocator@PBVModuleData@@@_STL@@QBEPAPBVModuleData@@IPBX@Z,modulefactory.cpp,29,,0,absent,-1,no plausible placement,1
?allocate@?$allocator@U?$_List_node@UupgradePair@@@_STL@@@_STL@@QBEPAU?$_List_node@UupgradePair@@@2@IPBX@Z,modulefactory.cpp,32,,0,absent,-1,no plausible placement,1
?allocate@?$allocator@U?$_Rb_tree_node@U?$pair@$$CBW4NameKeyType@@VModuleTemplate@ModuleFactory@@@_STL@@@_STL@@@_STL@@QBEPAU?$_Rb_tree_node@U?$pair@$$CBW4NameKeyType@@VModuleTemplate@ModuleFactory@@@_STL@@@2@IPBX@Z,modulefactory.cpp,29,,0,absent,-1,no plausible placement,1
??$fill_n@PAPBVModuleData@@IPBV1@@_STL@@YAPAPBVModuleData@@PAPBV1@IABQBV1@@Z,modulefactory.cpp,29,,0,absent,-1,no plausible placement,2
??$__copy_ptrs@PAPBVModuleData@@PAPBV1@@_STL@@YAPAPBVModuleData@@PAPBV1@00ABU__true_type@0@@Z,modulefactory.cpp,41,,0,absent,-1,no plausible placement,3
??$__copy@PAUAngleFXInfo@@PAU1@H@_STL@@YAPAUAngleFXInfo@@PAU1@00ABUrandom_access_iterator_tag@0@PAH@Z,modulefactory.cpp,50,,0,absent,-1,no plausible placement,4
??4FXBoneInfo@@QAEAAU0@ABU0@@Z,modulefactory.cpp,68,,0,absent,-1,no plausible placement,1
??1FXBoneInfo@@QAE@XZ,modulefactory.cpp,39,,0,absent,-1,no plausible placement,1
?friend_newModuleInstance@AutoHealBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@GrantStealthBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@NeutronBlastBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@CountermeasuresBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@DumbProjectileBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@InstantDeathBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@SlowDeathBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@HelicopterSlowDeathBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@NeutronMissileSlowDeathBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@OpenContain@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@CaveContain@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@OverchargeBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@HealContain@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@GarrisonContain@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@TransportContain@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@InternetHackContain@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@RailedTransportContain@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@RiderChangeContain@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@MobNexusContain@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@TunnelContain@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@OverlordContain@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@HelixContain@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@ParachuteContain@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@FireWeaponWhenDamagedBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@FireWeaponWhenDeadBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@GenerateMinefieldBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@ParkingPlaceBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@AIUpdateInterface@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@FlightDeckBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@PoisonedBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@RebuildHoleBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@SupplyWarehouseCripplingBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@TechBuildingBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@MinefieldBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@BattleBusSlowDeathBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@JetSlowDeathBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@CreateCrateDie@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@CreateObjectDie@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@CrushDie@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@DamDie@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@EjectPilotDie@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@RebuildHoleExposeDie@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@SpecialPowerCompletionDie@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@UpgradeDie@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@AnimationSteeringUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@AssistedTargetingUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@BaseRegenerateUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@SupplyTruckAIUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@ChinookAIUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@DefaultProductionExitUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@DeletionUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@SmartBombTargetHomingUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
??0DeliverPayloadAIUpdateModuleData@@QAE@XZ,modulefactory.cpp,153,,0,absent,-1,no plausible placement,1
?friend_newModuleInstance@DeliverPayloadAIUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@DozerAIUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@DynamicGeometryInfoUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@DynamicShroudClearingRangeUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@EnemyNearUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@FireSpreadUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@FirestormDynamicGeometryInfoUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@FireWeaponUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@FlammableUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@FloatUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@TensileFormationUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@HackInternetAIUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@DeployStyleAIUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@AssaultTransportAIUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@HeightDieUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@HordeUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@JetAIUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@LaserUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@PointDefenseLaserUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@CleanupHazardUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@AutoFindHealingUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@CommandButtonHuntUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@PilotFindVehicleUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@DemoTrapUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@ParticleUplinkCannonUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@SpectreGunshipUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@SpectreGunshipDeploymentUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@BaikonurLaunchPower@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@BattlePlanUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@LifetimeUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@RadiusDecalUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@AutoDepositUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@MissileAIUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@NeutronMissileUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@OCLUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@PhysicsBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@ProductionUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@ProjectileStreamUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@ProneUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@QueueProductionExitUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@RadarUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@SupplyCenterDockUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@RepairDockUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@RailedTransportDockUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@RailedTransportAIUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@RailroadBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@SlavedUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@MobMemberSlavedUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@SpecialAbilityUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@MissileLauncherBuildingUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@StealthDetectorUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@StealthUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@SpawnPointProductionExitUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@SpawnBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@SpyVisionUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@StickyBombUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@FireOCLAfterWeaponCooldownUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@HijackerUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@StructureCollapseUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@StructureToppleUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@SupplyCenterProductionExitUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@SupplyWarehouseDockUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@ToppleUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@TransportAIUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@WanderAIUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@WaveGuideUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@WeaponBonusUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@WorkerAIUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@PowerPlantUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@CheckpointUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@EMPUpdate@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@LeafletDropBehavior@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@ActiveShroudUpgrade@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
?friend_newModuleInstance@ArmorUpgrade@@SAPAVModule@@PAVThing@@PBVModuleData@@@Z,modulefactory.cpp,98,,0,absent,-1,no plausible placement,3
